housing,job,day,qualification,month,location,online.banking,checking.account,prev.sales,year.contact,length,central.interest.rate,employment.rate,customer.satisfaction,price.index,credit.rating,age,staff_total,confidence.index,emails.month,y
yes,Driver,tue,Bachelour.degree,aug,Inner.city,inactive,yes,0,3,209,6.097,3.7,Satisfactory,108.0952,poor,29,15631,100.76,1,no
no,Gardener,fri,other,may,Inner.city,inactive,no,0,2,768,6.003,2.95,Satisfactory,110.9852,poor,27,15566,98.7,0,no
yes,Gardener,thu,Bachelour.degree,may,suburban,inactive,no,0,2,338,6.053,3.25,Satisfactory,109.9452,satisfactory,44,15581,100.81,1,no
no,Self-employed,tue,other,jul,Inner.city,inactive,yes,0,3,324,5.94,3.4,Satisfactory,108.8844,poor,31,15681,84.27,0,no
yes,Librarian,tue,highschool.certificate,sep,Inner.city,inactive,yes,0,3,502,1.084,-0.25,Satisfactory,107.1892,satisfactory,89,14934,95.29,1,yes
no,Lawyer,tue,other,jul,Inner.city,inactive,yes,0,1,360,6.114,3.5,Satisfactory,105.1844,satisfactory,36,15659,84.77,0,no
yes,Electrician,mon,unknown,apr,Inner.city,active,yes,0,0,407,1.733,-1.1,Satisfactory,110.5,poor,18,15235,76.73,0,yes
no,Lawyer,tue,TAFE,apr,suburban,inactive,yes,0,2,465,2.802,-1.3,Satisfactory,108,satisfactory,44,15278,76.4,1,no
yes,Self-employed,fri,highschool.certificate,may,Inner.city,inactive,yes,0,0,827,3.006,-1.2,High,105.0144,satisfactory,44,15297,74.66,2,no
no,Plumber,fri,other,may,Inner.city,inactive,no,0,0,338,2.029,-1.2,Satisfactory,107.0644,excellent,55,15295,79.18,1,no
no,Self-employed,wed,TAFE,nov,Inner.city,inactive,yes,0,2,225,5.224,1.35,Satisfactory,104.79,satisfactory,34,15552,87.6,1,no
yes,Self-employed,mon,other,nov,Inner.city,inactive,yes,0,1,224,5.77,1.25,Satisfactory,109.28,poor,34,15593,87.77,0,no
no,Driver,mon,other,sep,Inner.city,inactive,yes,0,4,659,1.606,-0.0500000000000001,High,108.6592,poor,33,14883,94.03,1,yes
yes,Driver,wed,doctorate,jun,Inner.city,inactive,no,0,19,16,5.376,3.6,Satisfactory,105.902,excellent,30,15638,87.51,1,no
yes,Doctor,thu,other,may,suburban,inactive,yes,0,1,872,5.069,3.15,Satisfactory,110.0852,satisfactory,31,15592,99.4,1,no
no,Doctor,fri,other,may,Inner.city,inactive,no,0,1,339,5.669,3.35,Satisfactory,109.1752,poor,40,15578,99.43,1,no
no,Gardener,mon,Bachelour.degree,nov,Inner.city,inactive,yes,0,0,365,5.717,1.25,High,108.46,satisfactory,55,15602,89.74,2,no
yes,Lawyer,fri,Bachelour.degree,jun,Inner.city,inactive,no,0,3,224,5.083,3.5,Satisfactory,107.132,satisfactory,32,15741,85.7,1,no
yes,Gardener,mon,Bachelour.degree,may,Inner.city,inactive,yes,0,2,228,2.857,-1.3,Satisfactory,107.6644,satisfactory,50,15266,74.54,1,no
yes,Gardener,tue,doctorate,sep,Inner.city,active,yes,3,0,553,1.275,-3.4,Satisfactory,102.2832,poor,19,15036,111.26,3,yes
no,Gardener,wed,Bachelour.degree,may,Inner.city,inactive,no,0,3,677,4.9,3.15,Satisfactory,108.7852,satisfactory,33,15622,97.11,0,no
unknown,Academic,fri,other,apr,Inner.city,not.registered,yes,0,3,317,3.049,-1.3,High,106,excellent,31,15269,76.47,1,no
no,Lawyer,fri,other,aug,Inner.city,inactive,yes,0,6,666,6.178,3.5,Satisfactory,105.3752,poor,36,15682,100.76,0,no
no,Gardener,thu,Higher.school.certificate,may,Inner.city,active,yes,0,2,792,2.757,-1.2,High,107.6044,satisfactory,35,15316,79.7,2,no
no,Lawyer,mon,other,jun,Inner.city,inactive,no,0,12,211,5.639,3.5,Satisfactory,109.732,satisfactory,38,15690,86.91,1,no
no,Plumber,fri,doctorate,may,Inner.city,active,yes,0,3,611,1.994,-1,Satisfactory,104.5744,satisfactory,33,15287,78.22,0,no
no,Academic,mon,highschool.certificate,jul,Inner.city,inactive,yes,0,5,505,5.123,3.7,Satisfactory,108.9644,satisfactory,38,15632,87.31,0,no
yes,Driver,fri,highschool.certificate,jun,Inner.city,inactive,no,0,2,239,6.085,3.5,Satisfactory,111.082,excellent,42,15667,86.34,1,no
yes,Lawyer,tue,other,jun,Inner.city,inactive,no,0,2,99,5.677,3.8,Satisfactory,105.722,satisfactory,48,15694,86.47,1,no
yes,Lawyer,wed,Bachelour.degree,jul,Inner.city,inactive,yes,0,0,1499,6.112,3.4,Satisfactory,109.5244,poor,32,15724,87.02,1,no
yes,Driver,fri,doctorate,jul,Inner.city,active,yes,0,1,1784,6.112,3.4,Satisfactory,109.3244,poor,42,15624,84.41,0,no
yes,Lawyer,fri,Bachelour.degree,may,Inner.city,inactive,no,0,4,262,6.553,3.25,Satisfactory,110.4952,satisfactory,31,15550,98.64,0,no
unknown,Self-employed,mon,doctorate,apr,Inner.city,not.registered,yes,0,1,183,2.324,-1.2,Satisfactory,109.9,poor,44,15324,73.34,1,no
no,Electrician,mon,Bachelour.degree,jul,Inner.city,active,yes,0,1,186,6.206,3.4,Satisfactory,105.6644,poor,29,15663,84.61,0,no
no,Self-employed,thu,Higher.school.certificate,may,Inner.city,inactive,yes,0,2,448,2.334,-1.1,Satisfactory,108.3144,satisfactory,34,15310,74.34,1,no
yes,Lawyer,tue,other,may,Inner.city,inactive,yes,0,2,2263,2.312,-1.3,Satisfactory,109.0144,poor,32,15258,78.7,0,yes
no,Gardener,tue,Bachelour.degree,may,Inner.city,inactive,yes,0,2,1026,2.541,-1.2,High,104.0044,satisfactory,45,15301,78.5,2,yes
no,Driver,fri,Higher.school.certificate,jun,Inner.city,inactive,no,0,10,108,4.368,3.5,Satisfactory,103.632,satisfactory,57,15714,84.67,1,no
no,Gardener,thu,Bachelour.degree,jul,suburban,inactive,yes,0,1,1359,5.055,3.6,Satisfactory,103.9144,satisfactory,29,15703,82.68,0,yes
yes,Driver,tue,Bachelour.degree,apr,Inner.city,active,yes,0,2,775,2.076,-1.4,Satisfactory,106.96,satisfactory,55,15319,78.57,1,no
yes,Self-employed,fri,highschool.certificate,may,suburban,inactive,yes,0,1,401,2.051,-1,Satisfactory,106.1344,poor,28,15287,80.43,1,no
no,Self-employed,thu,other,aug,suburban,inactive,yes,0,2,249,5.549,3.4,Satisfactory,105.9652,satisfactory,48,15696,99.98,1,no
no,Gardener,thu,Higher.school.certificate,nov,Inner.city,inactive,yes,0,2,145,5.685,1.25,High,108.24,satisfactory,49,15596,89.82,2,no
no,Lawyer,tue,Bachelour.degree,jun,Inner.city,inactive,yes,0,1,578,1.575,-2.95,Satisfactory,107.8004,poor,24,15261,87.09,0,yes
yes,Librarian,mon,Bachelour.degree,oct,Inner.city,inactive,yes,0,4,219,2.134,-0.25,High,110.0108,excellent,67,14893,70.43,3,no
yes,Retail,thu,Higher.school.certificate,jul,suburban,inactive,yes,0,4,739,5.784,3.6,Satisfactory,112.6344,satisfactory,58,15698,83.84,1,no
no,Self-employed,fri,Bachelour.degree,may,Inner.city,inactive,yes,0,2,737,3.33,-1.3,Satisfactory,108.9144,poor,44,15334,77.31,1,no
yes,Plumber,thu,other,sep,Inner.city,inactive,yes,2,2,365,1.786,-0.15,Low,106.3992,poor,31,14896,97.19,3,no
no,Driver,mon,Bachelour.degree,apr,Inner.city,inactive,yes,0,4,357,0.911,-1,Satisfactory,108.3992,satisfactory,66,15028,99.8,1,yes
no,Lawyer,tue,Bachelour.degree,may,Inner.city,active,no,0,3,899,6.419,2.95,Satisfactory,104.5752,poor,63,15566,99.48,0,no
yes,Self-employed,tue,Bachelour.degree,nov,suburban,active,yes,0,2,124,5.555,1.15,Satisfactory,108.22,satisfactory,37,15574,88.78,1,no
no,Self-employed,fri,doctorate,may,Inner.city,inactive,yes,0,1,388,6.337,3.15,Satisfactory,110.4752,satisfactory,51,15550,100.11,0,no
no,Self-employed,fri,highschool.certificate,apr,Inner.city,inactive,yes,0,0,2440,1.991,-1.1,Satisfactory,108.43,satisfactory,41,15286,76.13,1,yes
no,Gardener,wed,Higher.school.certificate,may,Inner.city,inactive,no,0,3,1309,5.518,2.95,Satisfactory,105.5752,satisfactory,37,15531,99.36,1,no
no,Retail,wed,Bachelour.degree,jun,suburban,inactive,no,0,1,758,5.607,3.7,Satisfactory,106.792,satisfactory,49,15691,86.75,0,no
yes,Self-employed,thu,Higher.school.certificate,may,Inner.city,inactive,yes,0,5,98,2.165,-1.1,Satisfactory,105.7844,satisfactory,23,15288,78.25,1,no
yes,Electrician,thu,other,nov,Inner.city,inactive,yes,0,0,367,5.693,1.55,Satisfactory,107.25,poor,33,15583,90.1,0,no
unknown,Librarian,wed,Bachelour.degree,aug,Inner.city,not.registered,yes,0,1,1094,6.183,3.7,Satisfactory,113.6752,satisfactory,60,15712,96.25,1,no
yes,Self-employed,wed,TAFE,may,suburban,inactive,yes,0,1,1600,3.002,-1.2,Satisfactory,105.1444,poor,42,15324,79.51,0,no
no,Electrician,tue,Bachelour.degree,sep,Inner.city,inactive,yes,3,0,607,2.142,-3.8,Low,106.5232,excellent,40,15008,115.19,1,yes
yes,Plumber,thu,other,jun,Inner.city,inactive,yes,1,2,2547,1.646,-2.85,Low,106.7904,poor,27,15157,84.12,1,yes
yes,Driver,mon,doctorate,nov,Inner.city,inactive,no,0,1,139,5.108,1.45,Satisfactory,106.44,satisfactory,41,15594,87.29,0,no
yes,Self-employed,wed,TAFE,may,Inner.city,inactive,yes,0,0,191,5.137,2.95,Satisfactory,109.2852,satisfactory,52,15581,97.93,1,no
yes,Self-employed,tue,highschool.certificate,may,suburban,inactive,no,0,8,455,5.577,3.6,Satisfactory,109.252,satisfactory,33,15698,87.06,1,no
yes,Chef,wed,highschool.certificate,apr,Inner.city,inactive,yes,0,4,2619,2.559,-1.4,Satisfactory,107.13,poor,25,15248,75.73,1,no
yes,Lawyer,wed,Bachelour.degree,may,Inner.city,inactive,no,0,2,554,5.414,3.7,Satisfactory,109.382,satisfactory,22,15629,85.38,1,no
no,Driver,tue,doctorate,jun,Inner.city,inactive,no,0,9,277,6.171,3.6,Satisfactory,110.042,satisfactory,26,15631,88.17,1,no
yes,Self-employed,tue,Higher.school.certificate,may,suburban,inactive,yes,0,3,744,2.771,-1.4,High,104.9444,satisfactory,40,15321,74.09,2,no
no,Plumber,thu,other,nov,Inner.city,inactive,yes,0,2,159,4.877,1.45,Satisfactory,104.54,satisfactory,45,15558,83.99,1,no
yes,Electrician,thu,other,apr,Inner.city,active,yes,0,1,424,2.543,-1.2,Satisfactory,105.65,satisfactory,39,15323,76.18,0,no
no,Driver,tue,doctorate,aug,Inner.city,inactive,yes,0,2,672,5.971,3.6,Satisfactory,109.4752,satisfactory,42,15670,100.05,1,no
yes,Lawyer,wed,Bachelour.degree,may,Inner.city,active,no,0,1,362,6.091,3.35,Satisfactory,110.4852,satisfactory,29,15544,96.14,1,no
no,Librarian,mon,doctorate,aug,Inner.city,inactive,yes,0,1,113,5.783,3.6,Satisfactory,108.4852,satisfactory,58,15733,101.12,0,no
no,Driver,fri,other,may,suburban,inactive,yes,0,0,1415,2.195,-1.4,Satisfactory,106.8244,excellent,43,15305,82.47,0,yes
yes,Lawyer,fri,other,may,Inner.city,active,no,0,2,724,5.499,2.95,Satisfactory,109.2052,excellent,52,15604,97.35,0,yes
yes,Self-employed,mon,Higher.school.certificate,jul,Inner.city,inactive,yes,0,2,535,6.406,3.4,Satisfactory,107.3944,satisfactory,35,15655,84.1,1,no
yes,Plumber,tue,other,aug,Inner.city,inactive,yes,0,1,421,2.306,-2.75,Satisfactory,105.8008,satisfactory,49,15246,109.76,0,no
yes,Plumber,fri,Bachelour.degree,may,Inner.city,inactive,yes,0,2,660,1.685,-1.4,High,106.2244,satisfactory,36,15248,78.24,1,no
yes,Lawyer,tue,other,may,Inner.city,inactive,yes,0,0,344,5.251,2.95,High,106.2852,poor,32,15536,99.56,1,no
yes,Plumber,fri,other,may,suburban,active,no,0,2,338,5.788,2.95,Satisfactory,108.0552,excellent,41,15567,96.92,1,no
no,Electrician,mon,other,may,Inner.city,inactive,yes,0,0,323,2.515,-1.3,Satisfactory,109.0644,poor,34,15300,81.15,0,no
yes,Self-employed,tue,Higher.school.certificate,may,Inner.city,inactive,no,0,2,193,6.272,3.05,Satisfactory,111.0052,satisfactory,35,15539,100.57,0,no
yes,Driver,thu,Higher.school.certificate,may,Inner.city,inactive,no,0,4,27,2.176,-1.3,Satisfactory,108.0544,poor,28,15295,77.4,1,no
no,Plumber,tue,other,may,Inner.city,inactive,no,0,0,177,5.82,3.05,Satisfactory,106.5652,poor,47,15580,98.54,1,no
unknown,Self-employed,fri,Higher.school.certificate,jun,Inner.city,not.registered,no,0,4,284,6.332,3.5,Satisfactory,106.542,satisfactory,41,15650,89.75,1,no
yes,Lawyer,wed,other,jul,Inner.city,inactive,yes,0,2,239,6.054,3.4,Satisfactory,106.6644,poor,37,15637,87.61,0,no
yes,Plumber,tue,other,may,Inner.city,inactive,yes,0,1,3571,1.624,-1,Satisfactory,106.5244,poor,35,15305,79.76,1,yes
yes,Driver,mon,doctorate,may,Inner.city,inactive,yes,0,0,1020,2.052,-1.1,Satisfactory,111.7744,poor,32,15257,80.8,1,yes
yes,Gardener,fri,Bachelour.degree,may,Inner.city,inactive,yes,0,1,151,1.752,-1,Satisfactory,104.7844,satisfactory,31,15288,76.21,0,no
yes,Self-employed,fri,highschool.certificate,may,suburban,active,no,0,2,545,6.434,3.05,Satisfactory,107.2452,satisfactory,44,15554,96.34,1,no
no,Lawyer,fri,other,may,suburban,inactive,no,0,2,681,5.956,3.35,Satisfactory,107.4552,satisfactory,46,15549,98.52,1,no
yes,Retail,mon,doctorate,may,Inner.city,active,no,0,4,305,5.619,3.15,Satisfactory,106.6052,satisfactory,31,15596,99.1,0,no
no,Lawyer,fri,Bachelour.degree,jun,Inner.city,active,no,0,3,1080,6.322,3.7,Satisfactory,109.152,satisfactory,44,15712,90.31,0,no
no,Self-employed,tue,Bachelour.degree,may,Inner.city,active,yes,0,0,449,2.439,-1.1,Satisfactory,108.8244,satisfactory,36,15281,79.24,0,no
no,Lawyer,mon,other,aug,Inner.city,inactive,yes,0,1,238,6.647,3.6,Satisfactory,107.5452,excellent,38,15670,98.6,1,no
no,Driver,fri,other,nov,Inner.city,active,yes,0,2,70,4.807,1.35,High,109.5,satisfactory,45,15599,88.73,1,no
no,Librarian,fri,highschool.certificate,sep,Inner.city,inactive,yes,3,0,1561,1.505,0.0499999999999999,Low,108.7692,satisfactory,86,14903,94.57,3,yes
no,Driver,wed,other,aug,suburban,active,yes,0,1,175,6.309,3.4,Satisfactory,106.9052,satisfactory,33,15665,100.34,0,no
yes,Electrician,wed,other,jul,Inner.city,inactive,yes,0,0,3676,5.78,3.7,Satisfactory,109.0044,poor,34,15730,83.75,0,yes
yes,Electrician,thu,other,may,Inner.city,active,no,0,0,826,5.032,3.25,Satisfactory,108.7552,satisfactory,36,15517,99.59,1,no
no,Lawyer,thu,other,may,Inner.city,inactive,yes,2,0,465,2.85,-1.3,Low,107.9208,poor,27,15067,92.03,4,yes
yes,Self-employed,mon,Higher.school.certificate,apr,Inner.city,inactive,yes,0,1,297,1.746,-1.3,High,110.29,satisfactory,28,15239,75.95,2,no
yes,Self-employed,thu,Higher.school.certificate,aug,Inner.city,active,yes,0,2,186,6.478,3.4,Satisfactory,108.3752,satisfactory,57,15714,98.65,1,no
no,Other,tue,highschool.certificate,may,Inner.city,active,no,0,4,657,5.54,3.05,Satisfactory,108.9052,satisfactory,61,15560,96.91,0,no
yes,Other,fri,highschool.certificate,jun,Inner.city,inactive,no,0,1,292,5.622,3.4,Satisfactory,108.942,satisfactory,57,15728,87.31,1,no
yes,Academic,mon,other,may,Inner.city,inactive,yes,0,2,288,4.963,3.15,Satisfactory,106.4252,excellent,42,15564,99.58,1,no
no,Driver,mon,other,apr,Inner.city,inactive,yes,0,0,217,2.625,-1.1,Satisfactory,108.58,satisfactory,36,15304,78.89,1,yes
yes,Self-employed,wed,Higher.school.certificate,may,suburban,active,no,0,1,92,3.12,-1.2,Satisfactory,110.2744,poor,29,15256,79.06,1,no
yes,Self-employed,thu,TAFE,may,suburban,inactive,no,0,1,1415,5.911,3.35,Satisfactory,106.1952,poor,36,15572,102.92,1,no
no,Self-employed,thu,other,nov,Inner.city,inactive,yes,0,1,69,5.705,1.35,Satisfactory,104.45,poor,35,15542,86.39,0,no
no,Self-employed,tue,other,may,Inner.city,inactive,yes,0,4,2264,2.066,-1.1,Satisfactory,107.4144,satisfactory,39,15333,79.84,1,yes
yes,Lawyer,fri,Bachelour.degree,may,Inner.city,inactive,yes,0,2,660,1.545,-1,High,106.6744,poor,40,15320,78.26,2,no
yes,Self-employed,wed,Higher.school.certificate,may,Inner.city,inactive,no,0,29,35,5.707,3.35,Satisfactory,107.6752,satisfactory,35,15495,100.59,0,no
no,Lawyer,thu,other,nov,Inner.city,inactive,yes,0,3,572,4.677,1.15,Satisfactory,109.97,poor,38,15619,91.32,1,yes
yes,Driver,mon,Bachelour.degree,jul,Inner.city,inactive,yes,0,1,143,2.419,-1.4,Satisfactory,105.89,satisfactory,55,15291,78.16,0,no
no,Lawyer,fri,highschool.certificate,may,suburban,inactive,no,0,2,123,5.033,3.25,Satisfactory,105.7152,satisfactory,56,15555,97.96,1,no
yes,Driver,thu,Bachelour.degree,aug,Inner.city,inactive,yes,0,0,162,7.453,3.4,Satisfactory,108.0952,satisfactory,31,15727,100.15,0,no
yes,Self-employed,wed,Higher.school.certificate,nov,Inner.city,inactive,yes,0,2,2585,5.491,1.45,Satisfactory,106.26,excellent,55,15589,83.97,0,yes
no,Driver,tue,other,may,Inner.city,active,no,0,1,2439,2.986,-1.2,Satisfactory,106.4444,poor,41,15267,76.82,1,no
yes,Electrician,tue,Higher.school.certificate,may,Inner.city,active,yes,0,1,1318,2.947,-1.1,Satisfactory,105.2344,satisfactory,38,15284,80.28,0,yes
yes,Librarian,wed,other,dec,Inner.city,inactive,yes,0,1,458,1.682,-3,Satisfactory,105.0704,satisfactory,76,15060,107.15,1,no
yes,Academic,tue,Higher.school.certificate,jul,Inner.city,inactive,yes,0,0,1556,6.874,3.4,Satisfactory,107.4444,satisfactory,51,15633,84.04,0,no
yes,Gardener,fri,Bachelour.degree,may,Inner.city,inactive,yes,0,8,58,2.158,-1.1,Satisfactory,107.5844,poor,24,15291,76.98,1,no
no,Plumber,tue,unknown,jul,Inner.city,inactive,yes,0,3,913,5.375,3.4,Satisfactory,105.6144,poor,35,15670,83.34,1,no
no,Doctor,thu,other,may,Inner.city,inactive,no,0,2,410,6.368,3.35,Satisfactory,110.0252,satisfactory,31,15572,97.96,0,no
no,Driver,thu,other,aug,Inner.city,inactive,yes,0,2,1447,5.731,3.7,Satisfactory,105.1352,satisfactory,34,15678,101.04,1,yes
yes,Self-employed,thu,Higher.school.certificate,aug,Inner.city,active,yes,0,6,115,6.711,3.5,Satisfactory,108.1152,satisfactory,47,15696,98.01,1,no
yes,Driver,wed,doctorate,jul,Inner.city,active,no,0,1,39,6.143,3.6,Satisfactory,109.1844,poor,45,15723,83.67,1,no
no,Gardener,fri,Bachelour.degree,jun,Inner.city,inactive,no,0,4,25,5.683,3.8,Satisfactory,110.782,poor,33,15692,90.79,1,yes
yes,Chef,wed,Higher.school.certificate,aug,Inner.city,inactive,yes,0,2,1437,1.638,-0.85,Low,103.4716,poor,26,14999,94.41,4,yes
yes,Lawyer,fri,Bachelour.degree,jul,Inner.city,inactive,yes,0,0,242,2.455,-2.85,High,107.0552,satisfactory,33,15264,105.64,1,no
no,Lawyer,tue,other,jul,Inner.city,inactive,yes,0,5,93,6.022,3.4,Satisfactory,109.3844,poor,52,15712,84.35,1,no
no,Lawyer,tue,Bachelour.degree,jul,Inner.city,inactive,yes,0,7,568,6.048,3.7,Satisfactory,109.0644,poor,36,15667,86.55,1,yes
yes,Retail,mon,other,jul,Inner.city,inactive,yes,0,2,345,5.51,3.8,Satisfactory,107.7144,excellent,26,15707,89.07,1,no
no,Gardener,tue,Bachelour.degree,jun,suburban,inactive,no,0,10,171,6.32,3.6,Satisfactory,105.862,satisfactory,36,15713,87.09,0,no
yes,Driver,tue,doctorate,may,Inner.city,inactive,no,0,4,117,6.856,3.7,Satisfactory,107.122,poor,30,15698,86.93,0,no
yes,Plumber,fri,highschool.certificate,jun,Inner.city,inactive,no,0,2,487,6.448,3.6,Satisfactory,104.402,poor,45,15689,85.36,1,no
no,Self-employed,mon,Higher.school.certificate,jul,Inner.city,inactive,yes,0,0,242,6.572,3.6,Satisfactory,106.1544,satisfactory,28,15725,86.74,1,no
yes,Driver,wed,doctorate,may,Inner.city,inactive,no,0,5,757,5.571,3.25,Satisfactory,110.1052,poor,44,15567,98.08,1,no
yes,Self-employed,tue,Bachelour.degree,jul,Inner.city,inactive,yes,0,5,199,5.116,3.5,Satisfactory,109.1444,poor,33,15690,83.98,0,yes
no,Doctor,fri,other,jun,suburban,inactive,no,0,2,2381,5.619,3.4,Satisfactory,108.172,satisfactory,42,15644,84.16,0,yes
yes,Driver,mon,Bachelour.degree,aug,Inner.city,inactive,yes,0,1,336,5.841,3.4,Satisfactory,108.5652,excellent,28,15654,97.93,0,no
no,Lawyer,thu,Bachelour.degree,aug,Inner.city,inactive,yes,1,3,626,1.273,-0.95,Low,108.1516,satisfactory,47,14999,94.42,1,yes
no,Lawyer,mon,Bachelour.degree,may,Inner.city,inactive,yes,0,4,57,1.975,-1.3,High,105.8944,poor,38,15328,76.49,1,no
yes,Gardener,fri,Bachelour.degree,nov,suburban,inactive,yes,0,4,505,5.131,1.45,Satisfactory,109.67,poor,46,15629,85.36,1,no
yes,Self-employed,thu,Higher.school.certificate,may,Inner.city,inactive,yes,0,0,90,2.606,-1.4,Satisfactory,109.3144,satisfactory,24,15250,77.24,1,no
yes,Lawyer,thu,other,may,Inner.city,active,no,0,2,406,6.181,2.95,Satisfactory,107.8952,poor,29,15578,100.5,0,no
yes,Driver,fri,Bachelour.degree,apr,suburban,inactive,yes,0,0,740,2.028,-1.2,Satisfactory,108.72,poor,28,15355,75.09,1,no
no,Doctor,tue,other,may,Inner.city,inactive,no,0,2,232,5.629,3.35,Satisfactory,108.8252,satisfactory,57,15555,95.34,0,no
no,Driver,fri,other,jul,Inner.city,inactive,yes,0,18,29,5.909,3.7,Satisfactory,111.1744,satisfactory,55,15689,84.77,0,no
no,Driver,wed,doctorate,aug,Inner.city,inactive,yes,0,3,1070,5.891,3.5,Satisfactory,109.6152,excellent,44,15707,97.87,0,no
no,Doctor,fri,other,may,suburban,inactive,no,0,4,439,5.683,2.95,Satisfactory,105.3652,satisfactory,46,15538,101.04,1,no
no,Driver,mon,Bachelour.degree,jun,Inner.city,inactive,no,0,2,329,5.417,3.6,Satisfactory,109.562,satisfactory,47,15667,89.43,0,no
no,Self-employed,tue,highschool.certificate,apr,suburban,inactive,yes,0,0,686,3.005,-1.3,Satisfactory,109.92,poor,47,15339,79.04,1,no
no,Librarian,mon,doctorate,dec,Inner.city,inactive,yes,0,2,314,1.626,-2.9,High,110.7004,satisfactory,63,15066,103.71,1,no
no,Lawyer,mon,other,jul,Inner.city,inactive,yes,0,4,426,6.896,3.4,Satisfactory,108.0644,poor,32,15692,87.59,0,no
no,Driver,thu,doctorate,dec,Inner.city,active,yes,0,1,37,5.441,1.1,Satisfactory,107.5348,excellent,38,15496,81.08,1,no
yes,Academic,thu,Bachelour.degree,aug,Inner.city,inactive,yes,0,4,511,5.476,3.4,Satisfactory,107.8552,satisfactory,37,15684,101.36,0,no
yes,Gardener,tue,TAFE,may,Inner.city,inactive,yes,0,3,891,1.781,-1.3,Satisfactory,109.7144,poor,40,15252,79.69,1,yes
yes,Lawyer,thu,Bachelour.degree,jul,Inner.city,active,yes,0,22,36,6.822,3.6,Satisfactory,110.7944,satisfactory,29,15718,85.32,1,no
no,Lawyer,tue,other,aug,Inner.city,inactive,yes,0,2,301,4.865,3.7,Satisfactory,108.7052,satisfactory,44,15730,99.92,0,no
no,Lawyer,tue,other,jun,Inner.city,inactive,no,0,1,650,5.809,3.7,Satisfactory,108.002,excellent,47,15700,86,1,no
no,Driver,mon,other,aug,suburban,inactive,yes,0,5,226,6.126,3.4,Satisfactory,107.4452,excellent,39,15656,100.1,1,no
no,Self-employed,mon,highschool.certificate,apr,suburban,inactive,yes,0,4,974,2.721,-1.1,Satisfactory,107.8644,satisfactory,50,15334,80.96,1,no
no,Self-employed,wed,Higher.school.certificate,jul,suburban,inactive,yes,0,3,502,5.615,3.7,Satisfactory,112.1544,satisfactory,33,15702,90.34,0,no
no,Driver,tue,highschool.certificate,may,Inner.city,inactive,no,0,1,1196,5.96,3.05,Satisfactory,105.9252,satisfactory,42,15514,98.55,0,no
yes,Self-employed,tue,Higher.school.certificate,nov,suburban,inactive,yes,0,4,127,5.262,1.45,Satisfactory,105.63,poor,49,15624,84.54,1,no
no,Electrician,fri,other,may,Inner.city,inactive,no,0,2,191,6.837,3.35,Satisfactory,107.9952,poor,35,15581,98.68,0,no
no,Gardener,wed,highschool.certificate,may,Inner.city,inactive,no,0,2,225,6.248,3.05,Satisfactory,107.2852,poor,24,15590,97.79,0,no
